Mouse_name,wfnjC8,Reward_size,30,Licks_per_reward,2,Reward_window,2,Track_length,4500,EnvA_duration,300,envA_initial_drop,30,envA_max_number_of_laps,100,envA_odor1,3,envA_odor2,1,envA_odor3,2,envA_odor4,1,EnvB_duration,300,envB_initial_drop,-1,envB_max_number_of_laps,100,envB_odor1,3,envB_odor2,5,envB_odor3,2,envB_odor4,5
Time,Valve,Lick,LickCount,Reward,RewardCount,Distance,TotalDistance,RewardWindow,InitialDrop,InitialDropCount,ImagingTrigger,TTLpulse,TTLtotalCount,LickRate,LapCount,Environment
30295,1,0,20,0,6,1953,5,0,0,1,0,0,302,0,1,1
30300,1,0,20,0,6,1955,5,0,0,1,0,0,302,0,1,1
30303,1,0,20,0,6,1957,5,0,0,1,0,0,302,0,1,1
30310,1,0,20,0,6,1960,5,0,0,1,0,0,302,0,1,1
30320,1,0,20,0,6,1963,5,0,0,1,0,0,302,0,1,1
30322,1,0,20,0,6,1964,5,0,0,1,0,303,303,0,1,1
30328,1,0,20,0,6,1966,5,0,0,1,0,0,303,0,1,1
30332,1,0,20,0,6,1969,5,0,0,1,0,0,303,0,1,1
30338,1,0,20,0,6,1971,5,0,0,1,0,0,303,0,1,1
30346,1,0,20,0,6,1974,5,0,0,1,0,0,303,0,1,1
30352,1,0,20,0,6,1977,5,0,0,1,0,0,303,0,1,1
30360,1,0,20,0,6,1979,5,0,0,1,0,0,303,0,1,1
30367,1,0,20,0,6,1982,5,0,0,1,0,0,303,0,1,1
30376,1,0,20,0,6,1984,5,0,0,1,0,0,303,0,1,1
30381,1,0,20,0,6,1987,5,0,0,1,0,0,303,0,1,1
30387,1,0,20,0,6,1990,5,0,0,1,0,0,303,0,1,1
30390,1,0,20,0,6,1993,5,0,0,1,0,0,303,0,1,1
30392,1,0,20,0,6,1990,5,0,0,1,0,0,303,0,1,1
30395,1,0,20,0,6,1993,5,0,0,1,0,0,303,0,1,1
30400,1,0,20,0,6,1993,5,0,0,1,0,0,303,0,1,1
30403,1,0,20,0,6,1997,5,0,0,1,0,0,303,0,1,1
30413,1,0,20,0,6,2000,5,0,0,1,0,0,303,0,1,1
30416,0,0,20,0,6,2001,5,0,0,1,0,0,303,0,1,1
30419,0,0,20,0,6,2003,5,0,0,1,0,304,304,0,1,1
30419,0,0,20,0,6,2003,5,0,0,1,0,0,304,0,1,1
30425,0,0,20,0,6,2005,5,0,0,1,0,0,304,0,1,1
30432,0,0,20,0,6,2008,5,0,0,1,0,0,304,0,1,1
30441,0,0,20,0,6,2010,5,0,0,1,0,0,304,0,1,1
30446,0,0,20,0,6,2013,5,0,0,1,0,0,304,0,1,1
30455,0,0,20,0,6,2016,5,0,0,1,0,0,304,0,1,1
30459,0,0,20,0,6,2018,5,0,0,1,0,0,304,0,1,1
30470,0,0,20,0,6,2021,5,0,0,1,0,0,304,0,1,1
30475,0,0,20,0,6,2023,5,0,0,1,0,0,304,0,1,1
30482,0,0,20,0,6,2026,5,0,0,1,0,0,304,0,1,1
30490,0,0,20,0,6,2029,5,0,0,1,0,0,304,0,1,1
30499,0,0,20,0,6,2031,5,0,0,1,0,0,304,0,1,1
30505,0,0,20,0,6,2034,5,0,0,1,0,0,304,0,1,1
30514,0,0,20,0,6,2037,5,0,0,1,0,0,304,0,1,1
30519,0,0,20,0,6,2037,5,0,0,1,0,305,305,0,1,1
30522,0,0,20,0,6,2039,5,0,0,1,0,0,305,0,1,1
30530,0,0,20,0,6,2042,5,0,0,1,0,0,305,0,1,1
30543,0,0,20,0,6,2044,5,0,0,1,0,0,305,0,1,1
30554,0,0,20,0,6,2047,5,0,0,1,0,0,305,0,1,1
30564,0,0,20,0,6,2049,5,0,0,1,0,0,305,0,1,1
30575,0,0,20,0,6,2052,5,0,0,1,0,0,305,0,1,1
30587,0,0,20,0,6,2055,5,0,0,1,0,0,305,0,1,1
30596,0,0,20,0,6,2057,5,0,0,1,0,0,305,0,1,1
30600,0,0,20,0,6,2057,5,0,0,1,0,0,305,0,1,1
30609,0,0,20,0,6,2061,5,0,0,1,0,0,305,0,1,1
30620,0,0,20,0,6,2062,5,0,0,1,0,306,306,0,1,1
30624,0,0,20,0,6,2063,5,0,0,1,0,0,306,0,1,1
30634,0,0,20,0,6,2066,5,0,0,1,0,0,306,0,1,1
30638,0,0,20,0,6,2068,5,0,0,1,0,0,306,0,1,1
30645,0,0,20,0,6,2071,5,0,0,1,0,0,306,0,1,1
30651,0,0,20,0,6,2074,5,0,0,1,0,0,306,0,1,1
30660,0,0,20,0,6,2077,5,0,0,1,0,0,306,0,1,1
30669,0,0,20,0,6,2080,5,0,0,1,0,0,306,0,1,1
30677,0,0,20,0,6,2082,5,0,0,1,0,0,306,0,1,1
30682,0,0,20,0,6,2085,5,0,0,1,0,0,306,0,1,1
30692,0,0,20,0,6,2087,5,0,0,1,0,0,306,0,1,1
30700,0,0,20,0,6,2089,5,0,0,1,0,0,306,0,1,1
30706,0,0,20,0,6,2092,5,0,0,1,0,0,306,0,1,1
30714,0,0,20,0,6,2094,5,0,0,1,0,0,306,0,1,1
30719,0,0,20,0,6,2093,5,0,0,1,0,307,307,0,1,1
30725,0,0,20,0,6,2097,5,0,0,1,0,0,307,0,1,1
30731,0,0,20,0,6,2099,5,0,0,1,0,0,307,0,1,1
30745,0,0,20,0,6,2102,5,0,0,1,0,0,307,0,1,1
30753,0,0,20,0,6,2105,5,0,0,1,0,0,307,0,1,1
30765,0,0,20,0,6,2107,5,0,0,1,0,0,307,0,1,1
30782,0,0,20,0,6,2110,5,0,0,1,0,0,307,0,1,1
30795,0,0,20,0,6,2113,5,0,0,1,0,0,307,0,1,1
30800,0,0,20,0,6,2114,5,0,0,1,0,0,307,0,1,1
30812,0,0,20,0,6,2117,5,0,0,1,0,0,307,0,1,1
30819,0,0,20,0,6,2118,5,0,0,1,0,308,308,0,1,1
30825,0,0,20,0,6,2119,5,0,0,1,0,0,308,0,1,1
30833,0,0,20,0,6,2122,5,0,0,1,0,0,308,0,1,1
30845,0,0,20,0,6,2125,5,0,0,1,0,0,308,0,1,1
30854,0,0,20,0,6,2127,5,0,0,1,0,0,308,0,1,1
30861,0,0,20,0,6,2131,5,0,0,1,0,0,308,0,1,1
30872,0,0,20,0,6,2133,5,0,0,1,0,0,308,0,1,1
30878,0,0,20,0,6,2136,5,0,0,1,0,0,308,0,1,1
30883,0,0,20,0,6,2138,5,0,0,1,0,0,308,0,1,1
30893,0,0,20,0,6,2141,5,0,0,1,0,0,308,0,1,1
30899,0,0,20,0,6,2143,5,0,0,1,0,0,308,0,1,1
30908,0,0,20,0,6,2146,5,0,0,1,0,0,308,0,1,1
30915,0,0,20,0,6,2148,5,0,0,1,0,0,308,0,1,1
30919,0,0,20,0,6,2149,6,0,0,1,0,309,309,0,1,1
30923,0,0,20,0,6,2151,6,0,0,1,0,0,309,0,1,1
30926,0,0,20,0,6,2153,6,0,0,1,0,0,309,0,1,1
30934,0,0,20,0,6,2156,6,0,0,1,0,0,309,0,1,1
30966,0,0,20,0,6,2159,6,0,0,1,0,0,309,0,1,1
30977,0,0,20,0,6,2161,6,0,0,1,0,0,309,0,1,1
30984,0,0,20,0,6,2164,6,0,0,1,0,0,309,0,1,1
30987,0,0,20,0,6,2166,6,0,0,1,0,0,309,0,1,1
30990,0,0,20,0,6,2169,6,0,0,1,0,0,309,0,1,1
30993,0,0,20,0,6,2171,6,0,0,1,0,0,309,0,1,1
30996,0,0,20,0,6,2175,6,0,0,1,0,0,309,0,1,1
31000,0,0,20,0,6,2175,6,0,0,1,0,0,309,0,1,1
31010,0,0,20,0,6,2178,6,0,0,1,0,0,309,0,1,1
31017,0,0,20,0,6,2180,6,0,0,1,0,0,309,0,1,1
31019,0,0,20,0,6,2180,6,0,0,1,0,310,310,0,1,1
31042,0,0,20,0,6,2183,6,0,0,1,0,0,310,0,1,1
31053,0,0,20,0,6,2185,6,0,0,1,0,0,310,0,1,1
31058,0,0,20,0,6,2188,6,0,0,1,0,0,310,0,1,1
31062,0,0,20,0,6,2190,6,0,0,1,0,0,310,0,1,1
31067,0,0,20,0,6,2193,6,0,0,1,0,0,310,0,1,1
31069,0,0,20,0,6,2195,6,0,0,1,0,0,310,0,1,1
31074,0,0,20,0,6,2198,6,0,0,1,0,0,310,0,1,1
31079,0,0,20,0,6,2200,6,0,0,1,0,0,310,0,1,1
31096,0,0,20,0,6,2203,6,0,0,1,0,0,310,0,1,1
31100,0,0,20,0,6,2206,6,0,0,1,0,0,310,0,1,1
31108,0,0,20,0,6,2209,6,0,0,1,0,0,310,0,1,1
31117,0,0,20,0,6,2211,6,0,0,1,0,0,310,0,1,1
31120,0,0,20,0,6,2211,6,0,0,1,0,311,311,0,1,1
31127,0,0,20,0,6,2214,6,0,0,1,0,0,311,0,1,1
31134,0,0,20,0,6,2216,6,0,0,1,0,0,311,0,1,1
31144,0,0,20,0,6,2219,6,0,0,1,0,0,311,0,1,1
31154,0,0,20,0,6,2221,6,0,0,1,0,0,311,0,1,1
31160,0,0,20,0,6,2224,6,0,0,1,0,0,311,0,1,1
31178,0,0,20,0,6,2227,6,0,0,1,0,0,311,0,1,1
31185,0,0,20,0,6,2229,6,0,0,1,0,0,311,0,1,1
31195,0,0,20,0,6,2232,6,0,0,1,0,0,311,0,1,1
31200,0,0,20,0,6,2234,6,0,0,1,0,0,311,0,1,1
31214,0,0,20,0,6,2236,6,0,0,1,0,0,311,0,1,1
31219,0,0,20,0,6,2237,6,0,0,1,0,312,312,0,1,1
31222,0,0,20,0,6,2239,6,0,0,1,0,0,312,0,1,1
31229,0,0,20,0,6,2241,6,0,0,1,0,0,312,0,1,1
31255,0,0,20,0,6,2244,6,0,0,1,0,0,312,0,1,1
31267,0,0,20,0,6,2246,6,0,0,1,0,0,312,0,1,1
31272,0,0,20,0,6,2249,6,0,0,1,0,0,312,0,1,1
31274,2,0,20,0,6,2251,6,0,0,1,0,0,312,0,1,1
31277,2,0,20,0,6,2252,6,0,0,1,0,0,312,0,1,1
31282,2,0,20,0,6,2256,6,0,0,1,0,0,312,0,1,1
31289,2,0,20,0,6,2258,6,0,0,1,0,0,312,0,1,1
31293,2,0,20,0,6,2261,6,0,0,1,0,0,312,0,1,1
31300,2,0,20,0,6,2263,6,0,0,1,0,0,312,0,1,1
31306,2,0,20,0,6,2266,6,0,0,1,0,0,312,0,1,1
31311,2,0,20,0,6,2269,6,0,0,1,0,0,312,0,1,1
31319,2,0,20,0,6,2271,6,0,0,1,0,313,313,0,1,1
31322,2,0,20,0,6,2273,6,0,0,1,0,0,313,0,1,1
31351,2,0,20,0,6,2275,6,0,0,1,0,0,313,0,1,1
31356,2,0,20,0,6,2278,6,0,0,1,0,0,313,0,1,1
31361,2,0,20,0,6,2281,6,0,0,1,0,0,313,0,1,1
31373,2,0,20,0,6,2283,6,0,0,1,0,0,313,0,1,1
31378,2,0,20,0,6,2286,6,0,0,1,0,0,313,0,1,1
31389,2,0,20,0,6,2288,6,0,0,1,0,0,313,0,1,1
31395,2,0,20,0,6,2291,6,0,0,1,0,0,313,0,1,1
31400,2,0,20,0,6,2293,6,0,0,1,0,0,313,0,1,1
31414,2,0,20,0,6,2295,6,0,0,1,0,0,313,0,1,1
31419,2,0,20,0,6,2295,6,0,0,1,0,314,314,0,1,1
31424,2,0,20,0,6,2298,6,0,0,1,0,0,314,0,1,1
31430,2,0,20,0,6,2300,6,0,0,1,0,0,314,0,1,1
31444,2,0,20,0,6,2303,6,0,0,1,0,0,314,0,1,1
31455,2,0,20,0,6,2305,6,0,0,1,0,0,314,0,1,1
31459,2,0,20,0,6,2308,6,0,0,1,0,0,314,0,1,1
31463,2,0,20,0,6,2311,6,0,0,1,0,0,314,0,1,1
31469,2,0,20,0,6,2314,6,0,0,1,0,0,314,0,1,1
31480,2,0,20,0,6,2316,6,0,0,1,0,0,314,0,1,1
31485,2,0,20,0,6,2319,6,0,0,1,0,0,314,0,1,1
31490,2,0,20,0,6,2321,6,0,0,1,0,0,314,0,1,1
31497,2,0,20,0,6,2324,6,0,0,1,0,0,314,0,1,1
31500,2,0,20,0,6,2324,6,0,0,1,0,0,314,0,1,1
31505,2,0,20,0,6,2328,6,0,0,1,0,0,314,0,1,1
31514,2,0,20,0,6,2330,6,0,0,1,0,0,314,0,1,1
31519,2,0,20,0,6,2331,6,0,0,1,0,315,315,0,1,1
31522,2,0,20,0,6,2333,6,0,0,1,0,0,315,0,1,1
31527,2,0,20,0,6,2335,6,0,0,1,0,0,315,0,1,1
31535,2,0,20,0,6,2338,6,0,0,1,0,0,315,0,1,1
31541,2,0,20,0,6,2340,6,0,0,1,0,0,315,0,1,1
31546,2,0,20,0,6,2343,6,0,0,1,0,0,315,0,1,1
31555,2,0,20,0,6,2345,6,0,0,1,0,0,315,0,1,1
31561,2,0,20,0,6,2348,6,0,0,1,0,0,315,0,1,1
31568,2,0,20,0,6,2350,6,0,0,1,0,0,315,0,1,1
31573,2,0,20,0,6,2353,6,0,0,1,0,0,315,0,1,1
31581,2,0,20,0,6,2356,6,0,0,1,0,0,315,0,1,1
31589,2,0,20,0,6,2358,6,0,0,1,0,0,315,0,1,1
31595,2,0,20,0,6,2361,6,0,0,1,0,0,315,0,1,1
31600,2,0,20,0,6,2362,6,0,0,1,0,0,315,0,1,1
31607,2,0,20,0,6,2364,6,0,0,1,0,0,315,0,1,1
31618,2,0,20,0,6,2367,6,0,0,1,0,0,315,0,1,1
31620,2,0,20,0,6,2368,6,0,0,1,0,316,316,0,1,1
31625,2,0,20,0,6,2370,6,0,0,1,0,0,316,0,1,1
31635,2,0,20,0,6,2373,6,0,0,1,0,0,316,0,1,1
31643,2,0,20,0,6,2375,6,0,0,1,0,0,316,0,1,1
31650,2,0,20,0,6,2378,6,0,0,1,0,0,316,0,1,1
31658,2,0,20,0,6,2380,6,0,0,1,0,0,316,0,1,1
31664,2,0,20,0,6,2383,6,0,0,1,0,0,316,0,1,1
31671,2,0,20,0,6,2385,6,0,0,1,0,0,316,0,1,1
31678,2,0,20,0,6,2388,6,0,0,1,0,0,316,0,1,1
31684,2,0,20,0,6,2390,6,0,0,1,0,0,316,0,1,1
31691,2,0,20,0,6,2393,6,0,0,1,0,0,316,0,1,1
31697,2,0,20,0,6,2396,6,0,0,1,0,0,316,0,1,1
31700,2,0,20,0,6,2396,6,0,0,1,0,0,316,0,1,1
31704,2,0,20,0,6,2399,6,0,0,1,0,0,316,0,1,1
31712,2,0,20,0,6,2401,6,0,0,1,0,0,316,0,1,1
31716,2,0,20,0,6,2404,6,0,0,1,0,0,316,0,1,1
31719,2,0,20,0,6,2404,6,0,0,1,0,317,317,0,1,1
31723,2,0,20,0,6,2406,6,0,0,1,0,0,317,0,1,1
31731,2,0,20,0,6,2409,6,0,0,1,0,0,317,0,1,1
31736,2,0,20,0,6,2411,6,0,0,1,0,0,317,0,1,1
31743,2,0,20,0,6,2414,6,0,0,1,0,0,317,0,1,1
31748,2,0,20,0,6,2417,6,0,0,1,0,0,317,0,1,1
31753,2,0,20,0,6,2419,6,0,0,1,0,0,317,0,1,1
31759,2,0,20,0,6,2422,6,0,0,1,0,0,317,0,1,1
31763,2,0,20,0,6,2424,6,0,0,1,0,0,317,0,1,1
31772,2,0,20,0,6,2427,6,0,0,1,0,0,317,0,1,1
31776,2,0,20,0,6,2429,6,0,0,1,0,0,317,0,1,1
31783,2,0,20,0,6,2432,6,0,0,1,0,0,317,0,1,1
31790,2,0,20,0,6,2434,6,0,0,1,0,0,317,0,1,1
31795,2,0,20,0,6,2437,6,0,0,1,0,0,317,0,1,1
31800,2,0,20,0,6,2439,6,0,0,1,0,0,317,0,1,1
31806,2,0,20,0,6,2441,6,0,0,1,0,0,317,0,1,1
31814,2,0,20,0,6,2444,6,0,0,1,0,0,317,0,1,1
31819,2,0,20,0,6,2445,6,0,0,1,0,318,318,0,1,1
31826,2,0,20,0,6,2446,6,0,0,1,0,0,318,0,1,1
31831,2,0,20,0,6,2449,6,0,0,1,0,0,318,0,1,1
31835,2,0,20,0,6,2451,6,0,0,1,0,0,318,0,1,1
31842,2,0,20,0,6,2454,6,0,0,1,0,0,318,0,1,1
31851,2,0,20,0,6,2457,6,0,0,1,0,0,318,0,1,1
31855,2,0,20,0,6,2459,6,0,0,1,0,0,318,0,1,1
31862,2,0,20,0,6,2462,6,0,0,1,0,0,318,0,1,1
31868,2,0,20,0,6,2464,6,0,0,1,0,0,318,0,1,1
31873,2,0,20,0,6,2467,6,0,0,1,0,0,318,0,1,1
31877,2,0,20,0,6,2470,6,0,0,1,0,0,318,0,1,1
31882,2,0,20,0,6,2472,6,0,0,1,0,0,318,0,1,1
31891,2,0,20,0,6,2475,6,0,0,1,0,0,318,0,1,1
31895,2,0,20,0,6,2478,6,0,0,1,0,0,318,0,1,1
31900,2,0,20,0,6,2479,6,0,0,1,0,0,318,0,1,1
31905,2,0,20,0,6,2482,6,0,0,1,0,0,318,0,1,1
31911,2,0,20,0,6,2485,6,0,0,1,0,0,318,0,1,1
31915,2,0,20,0,6,2488,6,0,0,1,0,0,318,0,1,1
31918,2,0,20,0,6,2489,6,0,0,1,0,319,319,0,1,1
31922,2,0,20,0,6,2490,6,0,0,1,0,0,319,0,1,1
31925,2,0,20,0,6,2493,6,0,0,1,0,0,319,0,1,1
31932,2,0,20,0,6,2495,6,0,0,1,0,0,319,0,1,1
31938,2,0,20,0,6,2498,6,0,0,1,0,0,319,0,1,1
31944,2,0,20,0,6,2500,6,0,0,1,0,0,319,0,1,1
31948,2,0,20,0,6,2503,6,0,0,1,0,0,319,0,1,1
31954,2,0,20,0,6,2505,6,0,0,1,0,0,319,0,1,1
31960,2,0,20,0,6,2508,6,0,0,1,0,0,319,0,1,1
31965,2,0,20,0,6,2511,6,0,0,1,0,0,319,0,1,1
31969,2,0,20,0,6,2513,6,0,0,1,0,0,319,0,1,1
31974,2,0,20,0,6,2516,6,0,0,1,0,0,319,0,1,1
31979,2,0,20,0,6,2518,6,0,0,1,0,0,319,0,1,1
31989,2,0,20,0,6,2521,6,0,0,1,0,0,319,0,1,1
31994,2,0,20,0,6,2523,6,0,0,1,0,0,319,0,1,1
31998,2,0,20,0,6,2526,6,0,0,1,0,0,319,0,1,1
32005,2,0,20,0,6,2528,6,0,0,1,0,0,319,0,1,1
32013,2,0,20,0,6,2531,6,0,0,1,0,0,319,0,1,1
32018,2,0,20,0,6,2533,6,0,0,1,0,0,319,0,1,1
32020,2,0,20,0,6,2534,6,0,0,1,0,320,320,0,1,1
32025,2,0,20,0,6,2536,6,0,0,1,0,0,320,0,1,1
32031,2,0,20,0,6,2539,6,0,0,1,0,0,320,0,1,1
32036,2,0,20,0,6,2541,6,0,0,1,0,0,320,0,1,1
32041,2,0,20,0,6,2544,6,0,0,1,0,0,320,0,1,1
32045,2,0,20,0,6,2546,6,0,0,1,0,0,320,0,1,1
32049,2,0,20,0,6,2549,6,0,0,1,0,0,320,0,1,1
32056,2,0,20,0,6,2551,6,0,0,1,0,0,320,0,1,1
32061,2,0,20,0,6,2554,6,0,0,1,0,0,320,0,1,1
32065,2,0,20,0,6,2556,6,0,0,1,0,0,320,0,1,1
32072,2,0,20,0,6,2559,6,0,0,1,0,0,320,0,1,1
32078,2,0,20,0,6,2561,6,0,0,1,0,0,320,0,1,1
32086,2,0,20,0,6,2564,6,0,0,1,0,0,320,0,1,1
32095,2,0,20,0,6,2567,6,0,0,1,0,0,320,0,1,1
32099,2,0,20,0,6,2570,6,0,0,1,0,0,320,0,1,1
32104,2,0,20,0,6,2573,6,0,0,1,0,0,320,0,1,1
32112,2,0,20,0,6,2577,6,0,0,1,0,0,320,0,1,1
32119,2,0,20,0,6,2580,6,0,0,1,0,0,320,0,1,1
32121,2,0,20,0,6,2581,6,0,0,1,0,321,321,0,1,1
32124,2,0,20,0,6,2582,6,0,0,1,0,0,321,0,1,1
32128,2,0,20,0,6,2585,6,0,0,1,0,0,321,0,1,1
32135,2,0,20,0,6,2587,6,0,0,1,0,0,321,0,1,1
32140,2,0,20,0,6,2590,6,0,0,1,0,0,321,0,1,1
32146,2,0,20,0,6,2593,6,0,0,1,0,0,321,0,1,1
32151,2,0,20,0,6,2596,6,0,0,1,0,0,321,0,1,1
32159,2,0,20,0,6,2598,6,0,0,1,0,0,321,0,1,1
32165,2,0,20,0,6,2601,6,0,0,1,0,0,321,0,1,1
32173,2,0,20,0,6,2603,6,0,0,1,0,0,321,0,1,1
32181,2,0,20,0,6,2607,6,0,0,1,0,0,321,0,1,1
32189,2,0,20,0,6,2610,6,0,0,1,0,0,321,0,1,1
32195,2,0,20,0,6,2613,6,0,0,1,0,0,321,0,1,1
32200,2,0,20,0,6,2614,6,0,0,1,0,0,321,0,1,1
32203,2,0,20,0,6,2617,6,0,0,1,0,0,321,0,1,1
32212,2,0,20,0,6,2619,6,0,0,1,0,0,321,0,1,1
32217,2,0,20,0,6,2622,6,0,0,1,0,0,321,0,1,1
32219,2,0,20,0,6,2622,6,0,0,1,0,322,322,0,1,1
32226,2,0,20,0,6,2626,6,0,0,1,0,0,322,0,1,1
32232,2,0,20,0,6,2629,6,0,0,1,0,0,322,0,1,1
32241,2,0,20,0,6,2632,6,0,0,1,0,0,322,0,1,1
32245,2,0,20,0,6,2634,6,0,0,1,0,0,322,0,1,1
32252,2,0,20,0,6,2637,6,0,0,1,0,0,322,0,1,1
32259,2,0,20,0,6,2640,6,0,0,1,0,0,322,0,1,1
32265,2,0,20,0,6,2643,6,0,0,1,0,0,322,0,1,1
32272,2,0,20,0,6,2646,6,0,0,1,0,0,322,0,1,1
32279,2,0,20,0,6,2648,6,0,0,1,0,0,322,0,1,1
32288,2,0,20,0,6,2651,6,0,0,1,0,0,322,0,1,1
32293,2,0,20,0,6,2655,6,0,0,1,0,0,322,0,1,1
32300,2,0,20,0,6,2655,6,0,0,1,0,0,322,0,1,1
32303,2,0,20,0,6,2658,6,0,0,1,0,0,322,0,1,1
32311,2,0,20,0,6,2661,6,0,0,1,0,0,322,0,1,1
32318,2,0,20,0,6,2663,6,0,0,1,0,0,322,0,1,1
32321,2,0,20,0,6,2664,6,0,0,1,0,323,323,0,1,1
32325,2,0,20,0,6,2666,6,0,0,1,0,0,323,0,1,1
32330,2,0,20,0,6,2668,6,0,0,1,0,0,323,0,1,1
32339,2,0,20,0,6,2671,6,0,0,1,0,0,323,0,1,1
32346,2,0,20,0,6,2673,6,0,0,1,0,0,323,0,1,1
32352,2,0,20,0,6,2676,6,0,0,1,0,0,323,0,1,1
32359,2,0,20,0,6,2678,6,0,0,1,0,0,323,0,1,1
32368,2,0,20,0,6,2681,6,0,0,1,0,0,323,0,1,1
32377,2,0,20,0,6,2683,6,0,0,1,0,0,323,0,1,1
32386,2,0,20,0,6,2686,6,0,0,1,0,0,323,0,1,1
32394,2,0,20,0,6,2688,6,0,0,1,0,0,323,0,1,1
32400,2,0,20,0,6,2690,6,0,0,1,0,0,323,0,1,1
32410,2,0,20,0,6,2692,6,0,0,1,0,0,323,0,1,1
32418,2,0,20,0,6,2695,6,0,0,1,0,0,323,0,1,1
32420,2,0,20,0,6,2695,6,0,0,1,0,324,324,0,1,1
32427,2,0,20,0,6,2697,6,0,0,1,0,0,324,0,1,1
32433,2,0,20,0,6,2700,6,0,0,1,0,0,324,0,1,1
32444,2,0,20,0,6,2702,6,0,0,1,0,0,324,0,1,1
32453,2,0,20,0,6,2705,6,0,0,1,0,0,324,0,1,1
32460,2,0,20,0,6,2708,6,0,0,1,0,0,324,0,1,1
32468,2,0,20,0,6,2710,6,0,0,1,0,0,324,0,1,1
32476,2,0,20,0,6,2713,6,0,0,1,0,0,324,0,1,1
32487,2,0,20,0,6,2715,6,0,0,1,0,0,324,0,1,1
32496,2,0,20,0,6,2718,6,0,0,1,0,0,324,0,1,1
32500,2,0,20,0,6,2720,6,0,0,1,0,0,324,0,1,1
32509,2,0,20,0,6,2724,6,0,0,1,0,0,324,0,1,1
32517,2,0,20,0,6,2727,6,0,0,1,0,0,324,0,1,1
32520,2,0,20,0,6,2727,6,0,0,1,0,325,325,0,1,1
32526,2,0,20,0,6,2729,6,0,0,1,0,0,325,0,1,1
32534,2,0,20,0,6,2732,6,0,0,1,0,0,325,0,1,1
32545,2,0,20,0,6,2734,6,0,0,1,0,0,325,0,1,1
32554,2,0,20,0,6,2737,6,0,0,1,0,0,325,0,1,1
32564,2,0,20,0,6,2739,6,0,0,1,0,0,325,0,1,1
32578,2,0,20,0,6,2742,6,0,0,1,0,0,325,0,1,1
32594,2,0,20,0,6,2745,6,0,0,1,0,0,325,0,1,1
32600,2,0,20,0,6,2745,6,0,0,1,0,0,325,0,1,1
32610,2,0,20,0,6,2748,6,0,0,1,0,0,325,0,1,1
32619,2,0,20,0,6,2748,6,0,0,1,0,326,326,0,1,1
32635,2,0,20,0,6,2750,6,0,0,1,0,0,326,0,1,1
32649,2,0,20,0,6,2753,6,0,0,1,0,0,326,0,1,1
32665,2,0,20,0,6,2755,6,0,0,1,0,0,326,0,1,1
32679,2,0,20,0,6,2758,6,0,0,1,0,0,326,0,1,1
32693,2,0,20,0,6,2760,6,0,0,1,0,0,326,0,1,1
32700,2,0,20,0,6,2762,6,0,0,1,0,0,326,0,1,1
32714,2,0,20,0,6,2764,6,0,0,1,0,0,326,0,1,1
32719,2,0,20,0,6,2765,6,0,0,1,0,327,327,0,1,1
32724,2,0,20,0,6,2767,6,0,0,1,0,0,327,0,1,1
32741,2,0,20,0,6,2769,6,0,0,1,0,0,327,0,1,1
32759,2,0,20,0,6,2772,6,0,0,1,0,0,327,0,1,1
32777,2,0,20,0,6,2774,6,0,0,1,0,0,327,0,1,1
32797,2,0,20,0,6,2777,6,0,0,1,0,0,327,0,1,1
32800,2,0,20,0,6,2776,6,0,0,1,0,0,327,0,1,1
32814,2,0,20,0,6,2779,6,0,0,1,0,0,327,0,1,1
32818,2,0,20,0,6,2777,6,0,0,1,0,328,328,0,1,1
32860,2,0,20,0,6,2781,6,0,0,1,0,0,328,0,1,1
32897,2,0,20,0,6,2784,6,0,0,1,0,0,328,0,1,1
32900,2,0,20,0,6,2783,6,0,0,1,0,0,328,0,1,1
32919,2,0,20,0,6,2783,6,0,0,1,0,329,329,0,1,1
32940,2,0,20,0,6,2785,6,0,0,1,0,0,329,0,1,1
32977,2,0,20,0,6,2788,6,0,0,1,0,0,329,0,1,1
33000,2,0,20,0,6,2789,6,0,0,1,0,0,329,0,1,1
33016,2,0,20,0,6,2791,6,0,0,1,0,0,329,0,1,1
33019,2,0,20,0,6,2792,6,0,0,1,0,330,330,0,1,1
33039,2,0,20,0,6,2794,6,0,0,1,0,0,330,0,1,1
33058,2,0,20,0,6,2796,6,0,0,1,0,0,330,0,1,1
33075,2,0,20,0,6,2799,6,0,0,1,0,0,330,0,1,1
33089,2,0,20,0,6,2802,6,0,0,1,0,0,330,0,1,1
33098,2,0,20,0,6,2804,6,0,0,1,0,0,330,0,1,1
33100,2,0,20,0,6,2804,6,0,0,1,0,0,330,0,1,1
33112,2,0,20,0,6,2807,6,0,0,1,0,0,330,0,1,1
33118,2,0,20,0,6,2807,6,0,0,1,0,331,331,0,1,1
33127,2,0,20,0,6,2809,6,0,0,1,0,0,331,0,1,1
33150,2,0,20,0,6,2812,6,0,0,1,0,0,331,0,1,1
33166,2,0,20,0,6,2814,6,0,0,1,0,0,331,0,1,1
33172,2,0,20,0,6,2817,6,0,0,1,0,0,331,0,1,1
33177,2,0,20,0,6,2819,6,0,0,1,0,0,331,0,1,1
33188,2,0,20,0,6,2822,6,0,0,1,0,0,331,0,1,1
33193,2,0,20,0,6,2824,6,0,0,1,0,0,331,0,1,1
33200,2,0,20,0,6,2825,6,0,0,1,0,0,331,0,1,1
