Mouse_name,wfnjC8,Reward_size,30,Licks_per_reward,2,Reward_window,2,Track_length,4500,EnvA_duration,300,envA_initial_drop,30,envA_max_number_of_laps,100,envA_odor1,3,envA_odor2,1,envA_odor3,2,envA_odor4,1,EnvB_duration,300,envB_initial_drop,-1,envB_max_number_of_laps,100,envB_odor1,3,envB_odor2,5,envB_odor3,2,envB_odor4,5
Time,Valve,Lick,LickCount,Reward,RewardCount,Distance,TotalDistance,RewardWindow,InitialDrop,InitialDropCount,ImagingTrigger,TTLpulse,TTLtotalCount,LickRate,LapCount,Environment
16545,1,0,0,0,0,3547,3,0,0,0,0,0,165,0,0,1
16553,1,0,0,0,0,3549,3,0,0,0,0,0,165,0,0,1
16560,1,0,0,0,0,3553,3,0,0,0,0,0,165,0,0,1
16569,1,0,0,0,0,3555,3,0,0,0,0,0,165,0,0,1
16577,1,0,0,0,0,3558,3,0,0,0,0,0,165,0,0,1
16583,1,0,0,0,0,3560,3,0,0,0,0,0,165,0,0,1
16593,1,0,0,0,0,3563,3,0,0,0,0,0,165,0,0,1
16600,1,0,0,0,0,3565,3,0,0,0,0,0,165,0,0,1
16605,1,0,0,0,0,3567,3,0,0,0,0,0,165,0,0,1
16616,1,0,0,0,0,3570,3,0,0,0,0,0,165,0,0,1
16625,1,0,0,0,0,3572,3,0,0,0,0,0,165,0,0,1
16628,1,0,0,0,0,3573,3,0,0,0,0,166,166,0,0,1
16633,1,0,0,0,0,3575,3,0,0,0,0,0,166,0,0,1
16642,1,0,0,0,0,3577,3,0,0,0,0,0,166,0,0,1
16651,1,0,0,0,0,3580,3,0,0,0,0,0,166,0,0,1
16662,1,0,0,0,0,3583,3,0,0,0,0,0,166,0,0,1
16671,1,0,0,0,0,3585,3,0,0,0,0,0,166,0,0,1
16680,1,0,0,0,0,3588,3,0,0,0,0,0,166,0,0,1
16688,1,0,0,0,0,3590,3,0,0,0,0,0,166,0,0,1
16695,1,0,0,0,0,3593,3,0,0,0,0,0,166,0,0,1
16700,1,0,0,0,0,3593,3,0,0,0,0,0,166,0,0,1
16704,1,0,0,0,0,3596,3,0,0,0,0,0,166,0,0,1
16712,1,0,0,0,0,3598,3,0,0,0,0,0,166,0,0,1
16719,1,0,0,0,0,3601,3,0,0,0,0,0,166,0,0,1
16724,1,0,0,0,0,3603,3,0,0,0,0,0,166,0,0,1
16727,1,0,0,0,0,3604,3,0,0,0,0,167,167,0,0,1
16731,1,0,0,0,0,3606,3,0,0,0,0,0,167,0,0,1
16739,1,0,0,0,0,3609,3,0,0,0,0,0,167,0,0,1
16745,1,0,0,0,0,3611,3,0,0,0,0,0,167,0,0,1
16750,1,0,0,0,0,3614,3,0,0,0,0,0,167,0,0,1
16757,1,0,0,0,0,3616,3,0,0,0,0,0,167,0,0,1
16763,1,0,0,0,0,3619,3,0,0,0,0,0,167,0,0,1
16773,1,0,0,0,0,3621,3,0,0,0,0,0,167,0,0,1
16779,1,0,0,0,0,3624,3,0,0,0,0,0,167,0,0,1
16785,1,0,0,0,0,3626,3,0,0,0,0,0,167,0,0,1
16792,1,0,0,0,0,3629,3,0,0,0,0,0,167,0,0,1
16800,1,0,0,0,0,3631,3,0,0,0,0,0,167,0,0,1
16807,1,0,0,0,0,3633,3,0,0,0,0,0,167,0,0,1
16815,1,0,0,0,0,3637,3,0,0,0,0,0,167,0,0,1
16821,1,0,0,0,0,3639,3,0,0,0,0,0,167,0,0,1
16826,1,0,0,0,0,3640,3,0,0,0,0,168,168,0,0,1
16836,1,0,0,0,0,3642,3,0,0,0,0,0,168,0,0,1
16842,1,0,0,0,0,3644,3,0,0,0,0,0,168,0,0,1
16853,1,0,0,0,0,3647,3,0,0,0,0,0,168,0,0,1
16863,1,0,0,0,0,3649,3,0,0,0,0,0,168,0,0,1
16871,1,0,0,0,0,3652,3,0,0,0,0,0,168,0,0,1
16882,1,0,0,0,0,3654,3,0,0,0,0,0,168,0,0,1
16891,1,0,0,0,0,3657,3,0,0,0,0,0,168,0,0,1
16898,1,0,0,0,0,3659,3,0,0,0,0,0,168,0,0,1
16900,1,0,0,0,0,3659,3,0,0,0,0,0,168,0,0,1
16907,1,0,0,0,0,3662,3,0,0,0,0,0,168,0,0,1
16916,1,0,0,0,0,3664,3,0,0,0,0,0,168,0,0,1
16923,1,0,0,0,0,3667,3,0,0,0,0,0,168,0,0,1
16927,1,0,0,0,0,3668,3,0,0,0,0,169,169,0,0,1
16930,1,0,0,0,0,3670,3,0,0,0,0,0,169,0,0,1
16938,1,0,0,0,0,3672,3,0,0,0,0,0,169,0,0,1
16947,1,0,0,0,0,3675,3,0,0,0,0,0,169,0,0,1
16954,1,0,0,0,0,3677,3,0,0,0,0,0,169,0,0,1
16960,1,0,0,0,0,3680,3,0,0,0,0,0,169,0,0,1
16963,1,0,0,0,0,3682,3,0,0,0,0,0,169,0,0,1
16974,1,0,0,0,0,3685,3,0,0,0,0,0,169,0,0,1
16980,1,0,0,0,0,3687,3,0,0,0,0,0,169,0,0,1
16986,1,0,0,0,0,3691,3,0,0,0,0,0,169,0,0,1
16996,1,0,0,0,0,3694,3,0,0,0,0,0,169,0,0,1
17000,1,0,0,0,0,3693,3,0,0,0,0,0,169,0,0,1
17009,1,0,0,0,0,3696,3,0,0,0,0,0,169,0,0,1
17012,1,0,0,0,0,3698,3,0,0,0,0,0,169,0,0,1
17021,1,0,0,0,0,3701,3,0,0,0,0,0,169,0,0,1
17026,1,0,0,0,0,3701,3,0,0,0,0,170,170,0,0,1
17031,1,0,0,0,0,3703,3,0,0,0,0,0,170,0,0,1
17039,1,0,0,0,0,3706,3,0,0,0,0,0,170,0,0,1
17046,1,0,0,0,0,3708,3,0,0,0,0,0,170,0,0,1
17061,1,0,0,0,0,3711,3,0,0,0,0,0,170,0,0,1
17066,1,0,0,0,0,3713,3,0,0,0,0,0,170,0,0,1
17074,1,0,0,0,0,3716,3,0,0,0,0,0,170,0,0,1
17088,1,0,0,0,0,3719,3,0,0,0,0,0,170,0,0,1
17098,1,0,0,0,0,3721,3,0,0,0,0,0,170,0,0,1
17108,1,0,0,0,0,3724,3,0,0,0,0,0,170,0,0,1
17116,1,0,0,0,0,3726,3,0,0,0,0,0,170,0,0,1
17125,1,0,0,0,0,3729,3,0,0,0,0,0,170,0,0,1
17128,1,0,0,0,0,3729,3,0,0,0,0,171,171,0,0,1
17135,1,0,0,0,0,3731,3,0,0,0,0,0,171,0,0,1
17144,1,0,0,0,0,3734,3,0,0,0,0,0,171,0,0,1
17151,1,0,0,0,0,3736,3,0,0,0,0,0,171,0,0,1
17160,1,0,0,0,0,3739,3,0,0,0,0,0,171,0,0,1
17168,1,0,0,0,0,3741,3,0,0,0,0,0,171,0,0,1
17176,1,0,0,0,0,3744,3,0,0,0,0,0,171,0,0,1
17184,1,0,0,0,0,3746,3,0,0,0,0,0,171,0,0,1
17192,1,0,0,0,0,3749,3,0,0,0,0,0,171,0,0,1
17196,1,0,0,1,1,3750,3,1,1,1,0,0,171,0,0,1
17200,1,0,0,0,1,3750,3,1,0,1,0,0,171,0,0,1
17202,1,0,0,0,1,3753,3,1,0,1,0,0,171,0,0,1
17210,1,0,0,0,1,3755,3,1,0,1,0,0,171,0,0,1
17222,1,0,0,0,1,3758,3,1,0,1,0,0,171,0,0,1
17226,1,0,0,0,1,3759,3,1,0,1,0,172,172,0,0,1
17229,1,0,0,0,1,3760,3,1,0,1,0,0,172,0,0,1
17235,1,0,0,0,1,3763,3,1,0,1,0,0,172,0,0,1
17246,1,0,0,0,1,3766,3,1,0,1,0,0,172,0,0,1
17256,1,0,0,0,1,3768,3,1,0,1,0,0,172,0,0,1
17263,1,0,0,0,1,3771,3,1,0,1,0,0,172,0,0,1
17274,1,0,0,0,1,3773,3,1,0,1,0,0,172,0,0,1
17286,1,0,0,0,1,3776,3,1,0,1,0,0,172,0,0,1
17295,1,0,0,0,1,3778,3,1,0,1,0,0,172,0,0,1
17300,1,0,0,0,1,3779,3,1,0,1,0,0,172,0,0,1
17311,1,0,0,0,1,3781,3,1,0,1,0,0,172,0,0,1
17326,1,0,0,0,1,3783,3,1,0,1,0,173,173,0,0,1
17329,1,0,0,0,1,3784,3,1,0,1,0,0,173,0,0,1
17354,1,0,0,0,1,3786,3,1,0,1,0,0,173,0,0,1
17377,1,0,0,0,1,3789,3,1,0,1,0,0,173,0,0,1
17400,1,0,0,0,1,3791,3,1,0,1,0,0,173,0,0,1
17410,1,1,1,0,1,3792,3,1,0,1,0,0,173,0,0,1
17415,1,0,1,0,1,3793,3,1,0,1,0,0,173,0,0,1
17426,1,0,1,0,1,3793,3,1,0,1,0,174,174,0,0,1
17463,1,0,1,0,1,3796,3,1,0,1,0,0,174,0,0,1
17482,1,0,1,0,1,3799,3,1,0,1,0,0,174,0,0,1
17496,1,0,1,0,1,3801,3,1,0,1,0,0,174,0,0,1
17500,1,0,1,0,1,3800,3,1,0,1,0,0,174,0,0,1
17526,1,0,1,0,1,3800,3,1,0,1,0,175,175,0,0,1
17538,1,1,2,0,1,3802,3,1,0,1,0,0,175,0,0,1
17543,1,0,2,0,1,3803,3,1,0,1,0,0,175,0,0,1
17565,1,0,2,0,1,3806,3,1,0,1,0,0,175,0,0,1
17590,1,0,2,0,1,3808,3,1,0,1,0,0,175,0,0,1
17600,1,0,2,0,1,3809,3,1,0,1,0,0,175,0,0,1
17616,1,0,2,0,1,3811,3,1,0,1,0,0,175,0,0,1
17626,1,0,2,0,1,3811,3,1,0,1,0,176,176,0,0,1
17659,1,0,2,0,1,3814,3,1,0,1,0,0,176,0,0,1
17665,1,1,3,0,1,3813,3,1,0,1,0,0,176,0,0,1
17700,1,0,3,0,1,3814,3,1,0,1,0,0,176,0,0,1
17725,1,0,3,0,1,3814,3,1,0,1,0,177,177,0,0,1
17766,1,0,3,0,1,3816,3,1,0,1,0,0,177,0,0,1
17772,1,0,3,0,1,3814,3,1,0,1,0,0,177,0,0,1
17775,1,0,3,0,1,3816,3,1,0,1,0,0,177,0,0,1
17792,1,1,4,0,1,3816,3,1,0,1,0,0,177,0,0,1
17800,1,0,4,0,1,3816,3,1,0,1,0,0,177,0,0,1
17826,1,0,4,0,1,3816,3,1,0,1,0,178,178,0,0,1
17837,1,0,4,0,1,3818,3,1,0,1,0,0,178,0,0,1
17900,1,0,4,0,1,3820,3,1,0,1,0,0,178,0,0,1
17919,1,1,5,0,1,3820,3,1,0,1,0,0,178,0,0,1
17926,1,0,5,0,1,3821,3,1,0,1,0,179,179,0,0,1
17940,1,0,5,0,1,3822,3,1,0,1,0,0,179,0,0,1
17976,1,0,5,0,1,3825,3,1,0,1,0,0,179,0,0,1
18000,1,0,5,0,1,3825,3,1,0,1,0,0,179,5,0,1
18025,1,0,5,0,1,3827,3,1,0,1,0,180,180,5,0,1
18031,1,0,5,0,1,3828,3,1,0,1,0,0,180,5,0,1
18100,1,0,5,0,1,3830,3,1,0,1,0,0,180,5,0,1
18110,1,1,6,0,1,3830,3,1,0,1,0,0,180,5,0,1
18110,1,0,6,1,2,3830,3,1,0,1,0,0,180,5,0,1
18126,1,0,6,0,2,3829,3,1,0,1,0,181,181,5,0,1
18200,1,0,6,0,2,3830,3,1,0,1,0,0,181,5,0,1
18226,1,0,6,0,2,3830,3,1,0,1,0,182,182,5,0,1
18300,1,0,6,0,2,3830,3,1,0,1,0,0,182,5,0,1
18326,1,0,6,0,2,3832,3,1,0,1,0,183,183,5,0,1
18336,1,0,6,0,2,3833,3,1,0,1,0,0,183,5,0,1
18371,1,0,6,0,2,3835,3,1,0,1,0,0,183,5,0,1
18400,1,0,6,0,2,3836,3,1,0,1,0,0,183,5,0,1
18426,1,0,6,0,2,3837,3,1,0,1,0,184,184,5,0,1
18429,1,1,7,0,2,3837,3,1,0,1,0,0,184,5,0,1
18458,1,0,7,0,2,3839,3,1,0,1,0,0,184,5,0,1
18500,1,0,7,0,2,3839,3,1,0,1,0,0,184,5,0,1
18525,1,0,7,0,2,3840,3,1,0,1,0,185,185,5,0,1
18545,1,0,7,0,2,3841,3,1,0,1,0,0,185,5,0,1
18556,1,1,8,0,2,3841,3,1,0,1,0,0,185,5,0,1
18556,1,0,8,1,3,3841,3,1,0,1,0,0,185,5,0,1
18587,1,0,8,0,3,3844,3,1,0,1,0,0,185,5,0,1
18600,1,0,8,0,3,3843,3,1,0,1,0,0,185,5,0,1
18606,1,0,8,0,3,3846,3,1,0,1,0,0,185,5,0,1
18626,1,0,8,0,3,3846,3,1,0,1,0,186,186,5,0,1
18651,1,0,8,0,3,3848,3,1,0,1,0,0,186,5,0,1
18683,1,1,9,0,3,3849,3,1,0,1,0,0,186,5,0,1
18693,1,0,9,0,3,3851,3,1,0,1,0,0,186,5,0,1
18700,1,0,9,0,3,3849,3,1,0,1,0,0,186,5,0,1
18725,1,0,9,0,3,3850,3,1,0,1,0,187,187,5,0,1
18800,1,0,9,0,3,3851,3,1,0,1,0,0,187,5,0,1
18810,1,1,10,0,3,3851,3,1,0,1,0,0,187,5,0,1
18810,1,0,10,1,4,3851,3,1,0,1,0,0,187,5,0,1
18825,1,0,10,0,4,3849,3,1,0,1,0,188,188,5,0,1
18900,1,0,10,0,4,3849,3,1,0,1,0,0,188,5,0,1
18926,1,0,10,0,4,3850,3,1,0,1,0,189,189,5,0,1
18938,1,1,11,0,4,3851,3,1,0,1,0,0,189,5,0,1
19000,1,0,11,0,4,3851,3,1,0,1,0,0,189,6,0,1
19026,1,0,11,0,4,3851,3,1,0,1,0,190,190,6,0,1
19065,1,1,12,0,4,3852,3,1,0,1,0,0,190,6,0,1
19065,1,0,12,1,5,3852,3,1,0,1,0,0,190,6,0,1
19100,1,0,12,0,5,3851,3,1,0,1,0,0,190,6,0,1
19125,1,0,12,0,5,3850,3,1,0,1,0,191,191,6,0,1
19200,1,0,12,0,5,3851,3,1,0,1,0,0,191,6,0,1
19226,1,0,12,0,5,3850,3,1,0,1,0,192,192,6,0,1
19255,1,1,13,0,5,3850,3,1,0,1,0,0,192,6,0,1
19300,1,0,13,0,5,3851,3,1,0,1,0,0,192,6,0,1
19325,1,0,13,0,5,3851,3,1,0,1,0,193,193,6,0,1
19400,1,0,13,0,5,3850,3,1,0,1,0,0,193,6,0,1
19425,1,0,13,0,5,3851,3,1,0,1,0,194,194,6,0,1
19446,1,1,14,0,5,3850,3,1,0,1,0,0,194,6,0,1
19446,1,0,14,1,6,3850,3,1,0,1,0,0,194,6,0,1
19500,1,0,14,0,6,3851,3,1,0,1,0,0,194,6,0,1
19525,1,0,14,0,6,3850,3,1,0,1,0,195,195,6,0,1
19574,1,1,15,0,6,3849,3,1,0,1,0,0,195,6,0,1
19600,1,0,15,0,6,3850,3,1,0,1,0,0,195,6,0,1
19625,1,0,15,0,6,3850,3,1,0,1,0,196,196,6,0,1
19666,0,0,15,0,6,0,3,0,0,1,0,0,196,6,1,1
19666,0,0,15,0,6,0,3,0,0,1,0,0,196,6,1,1
19700,0,0,15,0,6,1,3,0,0,1,0,0,196,6,1,1
19725,0,0,15,0,6,0,3,0,0,1,0,197,197,6,1,1
19764,0,1,16,0,6,0,3,0,0,1,0,0,197,6,1,1
19800,0,0,16,0,6,0,3,0,0,1,0,0,197,6,1,1
19805,0,0,16,0,6,1,3,0,0,1,0,0,197,6,1,1
19825,0,0,16,0,6,0,3,0,0,1,0,198,198,6,1,1
19900,0,0,16,0,6,0,3,0,0,1,0,0,198,6,1,1
19925,0,0,16,0,6,1,3,0,0,1,0,199,199,6,1,1
19955,0,1,17,0,6,0,3,0,0,1,0,0,199,6,1,1
20000,0,0,17,0,6,1,3,0,0,1,0,0,199,6,1,1
20024,0,0,17,0,6,0,3,0,0,1,0,200,200,6,1,1
20100,0,0,17,0,6,1,3,0,0,1,0,0,200,6,1,1
20125,0,0,17,0,6,1,3,0,0,1,0,201,201,6,1,1
20146,0,1,18,0,6,1,3,0,0,1,0,0,201,6,1,1
20154,0,0,18,0,6,0,3,0,0,1,0,0,201,6,1,1
20157,0,0,18,0,6,1,3,0,0,1,0,0,201,6,1,1
20200,0,0,18,0,6,1,3,0,0,1,0,0,201,6,1,1
20225,0,0,18,0,6,1,3,0,0,1,0,202,202,6,1,1
20231,0,0,18,0,6,3,3,0,0,1,0,0,202,6,1,1
20286,0,0,18,0,6,6,3,0,0,1,0,0,202,6,1,1
20291,0,0,18,0,6,3,3,0,0,1,0,0,202,6,1,1
20295,0,0,18,0,6,6,3,0,0,1,0,0,202,6,1,1
20298,0,0,18,0,6,3,3,0,0,1,0,0,202,6,1,1
20300,0,0,18,0,6,5,3,0,0,1,0,0,202,6,1,1
20324,0,0,18,0,6,5,3,0,0,1,0,203,203,6,1,1
20337,0,1,19,0,6,5,3,0,0,1,0,0,203,6,1,1
20400,0,0,19,0,6,5,3,0,0,1,0,0,203,6,1,1
20425,0,0,19,0,6,5,3,0,0,1,0,204,204,6,1,1
20464,0,1,20,0,6,6,3,0,0,1,0,0,204,6,1,1
20500,0,0,20,0,6,5,3,0,0,1,0,0,204,6,1,1
20525,0,0,20,0,6,5,3,0,0,1,0,205,205,6,1,1
20600,0,0,20,0,6,4,3,0,0,1,0,0,205,6,1,1
20624,0,0,20,0,6,5,3,0,0,1,0,206,206,6,1,1
20700,0,0,20,0,6,5,3,0,0,1,0,0,206,6,1,1
20725,0,0,20,0,6,5,3,0,0,1,0,207,207,6,1,1
20800,0,0,20,0,6,5,3,0,0,1,0,0,207,6,1,1
20824,0,0,20,0,6,5,3,0,0,1,0,208,208,6,1,1
20900,0,0,20,0,6,5,3,0,0,1,0,0,208,6,1,1
20924,0,0,20,0,6,3,3,0,0,1,0,209,209,6,1,1
21000,0,0,20,0,6,4,3,0,0,1,0,0,209,3,1,1
21025,0,0,20,0,6,4,3,0,0,1,0,210,210,3,1,1
21100,0,0,20,0,6,3,3,0,0,1,0,0,210,3,1,1
21124,0,0,20,0,6,3,3,0,0,1,0,211,211,3,1,1
21200,0,0,20,0,6,3,3,0,0,1,0,0,211,3,1,1
21224,0,0,20,0,6,3,3,0,0,1,0,212,212,3,1,1
21300,0,0,20,0,6,3,3,0,0,1,0,0,212,3,1,1
21325,0,0,20,0,6,3,3,0,0,1,0,213,213,3,1,1
21400,0,0,20,0,6,3,3,0,0,1,0,0,213,3,1,1
21424,0,0,20,0,6,3,3,0,0,1,0,214,214,3,1,1
21500,0,0,20,0,6,3,3,0,0,1,0,0,214,3,1,1
21524,0,0,20,0,6,3,3,0,0,1,0,215,215,3,1,1
21600,0,0,20,0,6,3,3,0,0,1,0,0,215,3,1,1
21624,0,0,20,0,6,3,3,0,0,1,0,216,216,3,1,1
21700,0,0,20,0,6,3,3,0,0,1,0,0,216,3,1,1
21724,0,0,20,0,6,2,3,0,0,1,0,217,217,3,1,1
21800,0,0,20,0,6,3,3,0,0,1,0,0,217,3,1,1
21824,0,0,20,0,6,3,3,0,0,1,0,218,218,3,1,1
21900,0,0,20,0,6,3,3,0,0,1,0,0,218,3,1,1
21924,0,0,20,0,6,2,3,0,0,1,0,219,219,3,1,1
22000,0,0,20,0,6,2,3,0,0,1,0,0,219,0,1,1
22024,0,0,20,0,6,3,3,0,0,1,0,220,220,0,1,1
22100,0,0,20,0,6,2,3,0,0,1,0,0,220,0,1,1
22124,0,0,20,0,6,3,3,0,0,1,0,221,221,0,1,1
22181,0,0,20,0,6,0,3,0,0,1,0,0,221,0,1,1
22200,0,0,20,0,6,1,3,0,0,1,0,0,221,0,1,1
22224,0,0,20,0,6,0,3,0,0,1,0,222,222,0,1,1
22255,0,0,20,0,6,0,3,0,0,1,0,0,222,0,1,1
22300,0,0,20,0,6,-1,3,0,0,1,0,0,222,0,1,1
22323,0,0,20,0,6,0,3,0,0,1,0,223,223,0,1,1
22400,0,0,20,0,6,-1,3,0,0,1,0,0,223,0,1,1
22424,0,0,20,0,6,-1,3,0,0,1,0,224,224,0,1,1
22500,0,0,20,0,6,-1,3,0,0,1,0,0,224,0,1,1
22524,0,0,20,0,6,0,3,0,0,1,0,225,225,0,1,1
22570,0,0,20,0,6,1,3,0,0,1,0,0,225,0,1,1
22585,0,0,20,0,6,-1,3,0,0,1,0,0,225,0,1,1
22600,0,0,20,0,6,0,3,0,0,1,0,0,225,0,1,1
22623,0,0,20,0,6,0,3,0,0,1,0,226,226,0,1,1
22700,0,0,20,0,6,0,3,0,0,1,0,0,226,0,1,1
22724,0,0,20,0,6,0,3,0,0,1,0,227,227,0,1,1
22800,0,0,20,0,6,1,3,0,0,1,0,0,227,0,1,1
22824,0,0,20,0,6,0,3,0,0,1,0,228,228,0,1,1
22900,0,0,20,0,6,1,3,0,0,1,0,0,228,0,1,1
22918,0,0,20,0,6,4,3,0,0,1,0,0,228,0,1,1
22923,0,0,20,0,6,3,3,0,0,1,0,229,229,0,1,1
22956,0,0,20,0,6,6,3,0,0,1,0,0,229,0,1,1
22993,0,0,20,0,6,9,3,0,0,1,0,0,229,0,1,1
23000,0,0,20,0,6,8,3,0,0,1,0,0,229,0,1,1
23010,0,0,20,0,6,11,3,0,0,1,0,0,229,0,1,1
23024,0,0,20,0,6,12,3,0,0,1,0,230,230,0,1,1
23036,0,0,20,0,6,13,3,0,0,1,0,0,230,0,1,1
23076,0,0,20,0,6,16,3,0,0,1,0,0,230,0,1,1
23087,0,0,20,0,6,19,3,0,0,1,0,0,230,0,1,1
23090,0,0,20,0,6,16,3,0,0,1,0,0,230,0,1,1
23093,0,0,20,0,6,19,3,0,0,1,0,0,230,0,1,1
23100,0,0,20,0,6,20,3,0,0,1,0,0,230,0,1,1
23109,0,0,20,0,6,22,3,0,0,1,0,0,230,0,1,1
23123,0,0,20,0,6,25,3,0,0,1,0,0,230,0,1,1
23125,0,0,20,0,6,24,3,0,0,1,0,231,231,0,1,1
23128,0,0,20,0,6,22,3,0,0,1,0,0,231,0,1,1
23131,0,0,20,0,6,25,3,0,0,1,0,0,231,0,1,1
23148,0,0,20,0,6,27,3,0,0,1,0,0,231,0,1,1
23167,0,0,20,0,6,30,3,0,0,1,0,0,231,0,1,1
23190,0,0,20,0,6,33,3,0,0,1,0,0,231,0,1,1
23200,0,0,20,0,6,33,3,0,0,1,0,0,231,0,1,1
23215,0,0,20,0,6,36,3,0,0,1,0,0,231,0,1,1
23223,0,0,20,0,6,36,3,0,0,1,0,232,232,0,1,1
23241,0,0,20,0,6,38,3,0,0,1,0,0,232,0,1,1
23271,0,0,20,0,6,41,3,0,0,1,0,0,232,0,1,1
23300,0,0,20,0,6,40,3,0,0,1,0,0,232,0,1,1
23324,0,0,20,0,6,42,3,0,0,1,0,233,233,0,1,1
23329,0,0,20,0,6,43,3,0,0,1,0,0,233,0,1,1
23344,0,0,20,0,6,40,3,0,0,1,0,0,233,0,1,1
23400,0,0,20,0,6,41,3,0,0,1,0,0,233,0,1,1
23423,0,0,20,0,6,41,3,0,0,1,0,234,234,0,1,1
23496,0,0,20,0,6,43,3,0,0,1,0,0,234,0,1,1
23500,0,0,20,0,6,43,3,0,0,1,0,0,234,0,1,1
23520,0,0,20,0,6,46,3,0,0,1,0,0,234,0,1,1
23523,0,0,20,0,6,45,3,0,0,1,0,235,235,0,1,1
23548,0,0,20,0,6,48,3,0,0,1,0,0,235,0,1,1
23572,0,0,20,0,6,51,3,0,0,1,0,0,235,0,1,1
23588,0,0,20,0,6,54,3,0,0,1,0,0,235,0,1,1
23600,0,0,20,0,6,54,3,0,0,1,0,0,235,0,1,1
23618,0,0,20,0,6,57,3,0,0,1,0,0,235,0,1,1
23623,0,0,20,0,6,57,3,0,0,1,0,236,236,0,1,1
23636,0,0,20,0,6,59,3,0,0,1,0,0,236,0,1,1
23663,0,0,20,0,6,62,3,0,0,1,0,0,236,0,1,1
23686,0,0,20,0,6,65,3,0,0,1,0,0,236,0,1,1
23700,0,0,20,0,6,66,3,0,0,1,0,0,236,0,1,1
23715,0,0,20,0,6,68,3,0,0,1,0,0,236,0,1,1
23723,0,0,20,0,6,69,3,0,0,1,0,237,237,0,1,1
23735,0,0,20,0,6,71,3,0,0,1,0,0,237,0,1,1
23750,0,0,20,0,6,73,3,0,0,1,0,0,237,0,1,1
23764,0,0,20,0,6,76,3,0,0,1,0,0,237,0,1,1
23779,0,0,20,0,6,78,3,0,0,1,0,0,237,0,1,1
23791,0,0,20,0,6,81,3,0,0,1,0,0,237,0,1,1
23800,0,0,20,0,6,81,3,0,0,1,0,0,237,0,1,1
23810,0,0,20,0,6,84,3,0,0,1,0,0,237,0,1,1
23819,0,0,20,0,6,87,3,0,0,1,0,0,237,0,1,1
23823,0,0,20,0,6,86,3,0,0,1,0,238,238,0,1,1
23831,0,0,20,0,6,89,3,0,0,1,0,0,238,0,1,1
23845,0,0,20,0,6,92,3,0,0,1,0,0,238,0,1,1
23859,0,0,20,0,6,94,3,0,0,1,0,0,238,0,1,1
23881,0,0,20,0,6,97,3,0,0,1,0,0,238,0,1,1
23884,0,0,20,0,6,94,3,0,0,1,0,0,238,0,1,1
23887,0,0,20,0,6,97,3,0,0,1,0,0,238,0,1,1
23900,0,0,20,0,6,98,3,0,0,1,0,0,238,0,1,1
23904,0,0,20,0,6,101,3,0,0,1,0,0,238,0,1,1
23906,0,0,20,0,6,98,3,0,0,1,0,0,238,0,1,1
23923,0,0,20,0,6,99,3,0,0,1,0,239,239,0,1,1
23932,0,0,20,0,6,101,3,0,0,1,0,0,239,0,1,1
23990,0,0,20,0,6,103,3,0,0,1,0,0,239,0,1,1
23994,0,0,20,0,6,101,3,0,0,1,0,0,239,0,1,1
24000,0,0,20,0,6,101,3,0,0,1,0,0,239,0,1,1
24022,0,0,20,0,6,104,3,0,0,1,0,0,239,0,1,1
24025,0,0,20,0,6,104,3,0,0,1,0,240,240,0,1,1
24050,0,0,20,0,6,106,3,0,0,1,0,0,240,0,1,1
24078,0,0,20,0,6,109,3,0,0,1,0,0,240,0,1,1
24100,0,0,20,0,6,111,3,0,0,1,0,0,240,0,1,1
24120,0,0,20,0,6,114,3,0,0,1,0,0,240,0,1,1
24123,0,0,20,0,6,113,3,0,0,1,0,241,241,0,1,1
24138,0,0,20,0,6,116,3,0,0,1,0,0,241,0,1,1
24154,0,0,20,0,6,119,3,0,0,1,0,0,241,0,1,1
24171,0,0,20,0,6,121,3,0,0,1,0,0,241,0,1,1
24177,0,0,20,0,6,124,3,0,0,1,0,0,241,0,1,1
24195,0,0,20,0,6,127,3,0,0,1,0,0,241,0,1,1
24200,0,0,20,0,6,127,3,0,0,1,0,0,241,0,1,1
24216,0,0,20,0,6,130,3,0,0,1,0,0,241,0,1,1
24223,0,0,20,0,6,130,3,0,0,1,0,242,242,0,1,1
24240,0,0,20,0,6,132,3,0,0,1,0,0,242,0,1,1
24263,0,0,20,0,6,135,3,0,0,1,0,0,242,0,1,1
24287,0,0,20,0,6,137,3,0,0,1,0,0,242,0,1,1
24300,0,0,20,0,6,137,3,0,0,1,0,0,242,0,1,1
24313,0,0,20,0,6,140,3,0,0,1,0,0,242,0,1,1
24323,0,0,20,0,6,141,3,0,0,1,0,243,243,0,1,1
24336,0,0,20,0,6,142,3,0,0,1,0,0,243,0,1,1
24353,0,0,20,0,6,145,3,0,0,1,0,0,243,0,1,1
24363,0,0,20,0,6,148,3,0,0,1,0,0,243,0,1,1
24375,0,0,20,0,6,150,4,0,0,1,0,0,243,0,1,1
24393,0,0,20,0,6,153,4,0,0,1,0,0,243,0,1,1
24400,0,0,20,0,6,153,4,0,0,1,0,0,243,0,1,1
24409,0,0,20,0,6,156,4,0,0,1,0,0,243,0,1,1
24420,0,0,20,0,6,158,4,0,0,1,0,0,243,0,1,1
24422,0,0,20,0,6,157,4,0,0,1,0,244,244,0,1,1
24434,0,0,20,0,6,161,4,0,0,1,0,0,244,0,1,1
